SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2024,1629484,Megan Gustafson,Megan,1611661319,LVA,Las Vegas Aces,1022400239,2024-09-19T00:00:00,LVA vs. DAL,W,29.0,9,16,0.563,2,6,0.333,4,5,0.8,5,2,7,1,2,1,2,0,3,3,24,19,40.9,0,0,40.0,1.0,1.0,1.0,1.0,1398.0,143.0,312.0,1036.0,493.0,401.0,1190.0,419.0,451.0,1307.0,49.0,1983.0,589.0,2320.0,894.0,907.0,138.0,1.0,3120.0,816.0,180.0,168.0,330.0,299.0,8.0,270.0,1,29:00
2024,1628886,Jordin Canada,Jordin,1611661330,ATL,Atlanta Dream,1022400236,2024-09-19T00:00:00,ATL @ NYL,W,25.8,4,10,0.4,0,1,0.0,0,1,0.0,0,3,3,6,2,1,0,0,0,3,8,11,21.6,0,0,19.0,1.0,1.0,1.0,1.0,1812.0,1289.0,1182.0,2177.0,1909.0,2344.0,1909.0,2266.0,2169.0,2266.0,2112.0,1421.0,1879.0,230.0,894.0,907.0,1350.0,1.0,1.0,816.0,1947.0,615.0,1712.0,299.0,8.0,1826.0,1,25:48
2024,1630142,Leonie Fiebich,Leonie,1611661313,NYL,New York Liberty,1022400236,2024-09-19T00:00:00,NYL vs. ATL,L,10.666666666666666,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,2,1,0,0,1,0,3,-4,5.2,0,0,7.0,1.0,2263.0,2263.0,2263.0,3585.0,2886.0,3861.0,1.0,966.0,2344.0,1.0,2266.0,2417.0,2266.0,2112.0,2717.0,3089.0,3330.0,894.0,907.0,1350.0,1.0,966.0,3093.0,3074.0,2843.0,3628.0,299.0,8.0,3299.0,1,10:40
2024,1631044,Naz Hillmon,Naz,1611661330,ATL,Atlanta Dream,1022400236,2024-09-19T00:00:00,ATL @ NYL,W,21.183333333333334,6,8,0.75,0,0,0.0,1,2,0.5,1,1,2,0,1,0,0,1,3,1,13,8,14.4,0,0,15.0,1.0,1.0,1.0,1.0,2373.0,639.0,1629.0,299.0,1909.0,3181.0,1909.0,1749.0,1263.0,1804.0,1010.0,2717.0,2427.0,3330.0,1742.0,2210.0,1350.0,3082.0,3120.0,2052.0,1109.0,898.0,2487.0,299.0,8.0,2282.0,1,21:11
2024,1628931,Gabby Williams,Gabby,1611661328,SEA,Seattle Storm,1022400240,2024-09-19T00:00:00,SEA @ PHO,W,25.98333333333333,4,8,0.5,2,3,0.667,0,0,0.0,1,4,5,6,2,1,0,0,1,1,10,25,26.0,0,0,25.0,1.0,1.0,1.0,1.0,1789.0,1289.0,1629.0,1203.0,493.0,1209.0,323.0,2266.0,2417.0,2266.0,1010.0,970.0,1096.0,230.0,894.0,907.0,1350.0,1.0,966.0,2052.0,1577.0,41.0,1298.0,299.0,8.0,1246.0,1,25:59
2024,1630446,Michaela Onyenwere,Michaela,1611661329,CHI,Chicago Sky,1022400235,2024-09-19T00:00:00,CHI @ CON,L,25.883333333333333,2,10,0.2,1,5,0.2,0,0,0.0,2,1,3,2,4,0,1,2,3,2,5,-28,10.6,0,0,13.0,1.0,2263.0,2263.0,2263.0,1803.0,2287.0,1182.0,3398.0,966.0,620.0,1752.0,2266.0,2417.0,2266.0,436.0,2717.0,1879.0,1544.0,166.0,2210.0,419.0,4111.0,3120.0,1354.0,2615.0,4505.0,2959.0,299.0,8.0,2542.0,1,25:53
2024,1627669,Moriah Jefferson,Moriah,1611661329,CHI,Chicago Sky,1022400235,2024-09-19T00:00:00,CHI @ CON,L,14.8,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,3,1,1,0,0,3,0,0,-17,6.5,0,0,5.0,1.0,2263.0,2263.0,2263.0,3102.0,3652.0,3149.0,3652.0,1909.0,2344.0,1909.0,2266.0,2417.0,2266.0,2112.0,3606.0,3812.0,1015.0,1742.0,907.0,1350.0,1.0,3120.0,3093.0,3784.0,4301.0,3463.0,299.0,8.0,3584.0,1,14:48
2024,1630112,Tyasha Harris,Tyasha,1611661323,CON,Connecticut Sun,1022400235,2024-09-19T00:00:00,CON vs. CHI,W,26.266666666666666,6,9,0.667,1,2,0.5,2,2,1.0,0,0,0,4,0,0,1,1,1,3,15,28,24.0,0,0,22.0,1.0,1.0,1.0,1.0,1748.0,639.0,1408.0,469.0,966.0,1704.0,551.0,1015.0,1263.0,1.0,2112.0,3606.0,3812.0,662.0,3036.0,2210.0,419.0,3082.0,966.0,816.0,861.0,17.0,1476.0,299.0,8.0,1515.0,1,26:16
2024,1641650,Haley Jones,Haley,1611661330,ATL,Atlanta Dream,1022400236,2024-09-19T00:00:00,ATL @ NYL,W,13.433333333333334,1,1,1.0,0,0,0.0,2,2,1.0,0,1,1,1,3,2,0,0,2,1,4,-2,9.7,0,0,10.0,1.0,1.0,1.0,1.0,3275.0,2886.0,3861.0,1.0,1909.0,3181.0,1909.0,1015.0,1263.0,1.0,2112.0,2717.0,3089.0,2320.0,406.0,323.0,1350.0,1.0,2127.0,2052.0,2809.0,2415.0,3070.0,299.0,8.0,2916.0,1,13:26
2024,1628881,Monique Billings,Monique,1611661317,PHO,Phoenix Mercury,1022400240,2024-09-19T00:00:00,PHO vs. SEA,L,18.25,0,1,0.0,0,0,0.0,0,0,0.0,0,4,4,0,2,0,0,0,2,2,0,-7,2.8,0,0,4.0,1.0,2263.0,2263.0,2263.0,2704.0,3652.0,3861.0,3652.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,2112.0,970.0,1430.0,3330.0,894.0,2210.0,1350.0,1.0,2127.0,1354.0,3784.0,3316.0,3934.0,299.0,8.0,3715.0,1,18:15
