SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,cycle_phase,cycle_day,phase_volatility,cycle_confidence,perf_trend,cycle_risk_tag
2024,1629574,Li Yueru,Li,1611661320,LAS,Los Angeles Sparks,1022400033,2024-05-28,LAS @ IND,W,15.75,1,2,0.5,0,0,0.0,0,0,0.0,0,6,6,0,3,0,1,1,2,2,2,3,9.2,0,0,10.0,1.0,1.0,1.0,1.0,2999.0,2886.0,3496.0,1203.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,2112.0,442.0,789.0,3330.0,406.0,2210.0,419.0,3082.0,2127.0,1354.0,3308.0,1536.0,3130.0,299.0,8.0,2916.0,1,15:45,ovulation,14,0.85,0.62,1.0,TARGET_OVULATION
2024,1630096,DiJonai Carrington,DiJonai,1611661323,CON,Connecticut Sun,1022400032,2024-05-28,CON vs. PHO,W,22.916666666666668,2,10,0.2,0,3,0.0,0,3,0.0,2,8,10,3,1,1,0,2,1,2,4,14,22.5,0,0,19.0,1.0,1.0,1.0,1.0,2174.0,2287.0,1182.0,3398.0,1909.0,1209.0,1909.0,2266.0,1005.0,2266.0,436.0,182.0,220.0,1015.0,1742.0,907.0,1350.0,4111.0,966.0,1354.0,2809.0,400.0,1617.0,299.0,8.0,1826.0,1,22:55,ovulation,15,0.85,0.62,1.0,TARGET_OVULATION
2024,1630112,Tyasha Harris,Tyasha,1611661323,CON,Connecticut Sun,1022400032,2024-05-28,CON vs. PHO,W,23.33333333333333,1,4,0.25,1,3,0.333,0,0,0.0,0,2,2,5,0,1,0,0,2,1,3,18,15.9,0,0,13.0,1.0,1.0,1.0,1.0,2127.0,2886.0,2800.0,3148.0,966.0,1209.0,1190.0,2266.0,2417.0,2266.0,2112.0,1983.0,2427.0,400.0,3036.0,907.0,1350.0,1.0,2127.0,2052.0,3074.0,212.0,2318.0,299.0,8.0,2542.0,1,23:20,ovulation,15,0.85,0.62,1.0,TARGET_OVULATION
2024,1630114,Mikiah Herbert Harrigan,Mikiah,1611661317,PHO,Phoenix Mercury,1022400032,2024-05-28,PHO @ CON,L,19.4,1,4,0.25,1,3,0.333,0,2,0.0,0,2,2,0,2,0,1,0,0,1,3,-15,6.4,0,0,8.0,1.0,2263.0,2263.0,2263.0,2590.0,2886.0,2800.0,3148.0,966.0,1209.0,1190.0,2266.0,1263.0,2266.0,2112.0,1983.0,2427.0,3330.0,894.0,2210.0,419.0,1.0,1.0,2052.0,3074.0,4206.0,3474.0,299.0,8.0,3169.0,1,19:24,ovulation,15,0.85,0.62,1.0,TARGET_OVULATION
2024,1630150,Chennedy Carter,Chennedy,1611661329,CHI,Chicago Sky,1022400034,2024-05-28,CHI vs. SEA,L,15.583333333333334,5,9,0.556,0,0,0.0,2,3,0.667,0,1,1,1,1,0,0,2,1,2,12,-7,13.7,0,0,14.0,1.0,2263.0,2263.0,2263.0,3014.0,914.0,1408.0,1047.0,1909.0,3181.0,1909.0,1015.0,1005.0,1581.0,2112.0,2717.0,3089.0,2320.0,1742.0,2210.0,1350.0,4111.0,966.0,1354.0,1260.0,3316.0,2579.0,299.0,8.0,2412.0,1,15:35,ovulation,14,0.85,0.6,1.0,TARGET_OVULATION
2024,1630389,Dana Evans,Dana,1611661329,CHI,Chicago Sky,1022400034,2024-05-28,CHI vs. SEA,L,29.48333333333333,5,9,0.556,3,5,0.6,0,0,0.0,0,1,1,4,3,2,0,1,3,1,13,-21,23.2,0,0,25.0,1.0,2263.0,2263.0,2263.0,1333.0,914.0,1408.0,1047.0,203.0,620.0,447.0,2266.0,2417.0,2266.0,2112.0,2717.0,3089.0,662.0,406.0,323.0,1350.0,3082.0,3120.0,2052.0,1109.0,4437.0,1553.0,299.0,8.0,1246.0,1,29:29,ovulation,14,0.85,0.6,1.0,TARGET_OVULATION
2024,1630442,Natasha Mack,Natasha,1611661317,PHO,Phoenix Mercury,1022400032,2024-05-28,PHO @ CON,L,27.15,3,4,0.75,0,0,0.0,0,0,0.0,2,5,7,1,1,1,3,0,2,0,6,-9,26.9,0,0,22.0,1.0,2263.0,2263.0,2263.0,1646.0,1744.0,2800.0,299.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,436.0,651.0,589.0,2320.0,1742.0,907.0,50.0,1.0,2127.0,3093.0,2350.0,3623.0,1211.0,299.0,8.0,1515.0,1,27:09,ovulation,15,0.85,0.62,1.0,TARGET_OVULATION
2024,1630446,Michaela Onyenwere,Michaela,1611661329,CHI,Chicago Sky,1022400034,2024-05-28,CHI vs. SEA,L,5.033333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,-2,0.5,0,0,1.0,1.0,2263.0,2263.0,2263.0,4104.0,3652.0,4208.0,3652.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,2112.0,3606.0,3812.0,2320.0,1742.0,2210.0,1350.0,1.0,966.0,3093.0,3784.0,2415.0,4226.0,299.0,8.0,4130.0,1,5:02,ovulation,14,0.85,0.6,1.0,TARGET_OVULATION
2024,1630462,Aari McDonald,Aari,1611661320,LAS,Los Angeles Sparks,1022400033,2024-05-28,LAS @ IND,W,29.766666666666666,6,9,0.667,3,5,0.6,6,7,0.857,1,1,2,4,3,1,0,0,2,4,21,14,29.4,0,0,32.0,1.0,1.0,1.0,1.0,1289.0,639.0,1408.0,469.0,203.0,620.0,447.0,158.0,186.0,1204.0,1010.0,2717.0,2427.0,662.0,406.0,907.0,1350.0,1.0,2127.0,467.0,321.0,400.0,1015.0,299.0,8.0,677.0,1,29:46,ovulation,14,0.85,0.62,1.0,TARGET_OVULATION
2024,1630996,Rae Burrell,Rae,1611661320,LAS,Los Angeles Sparks,1022400033,2024-05-28,LAS @ IND,W,12.3,2,3,0.667,2,2,1.0,2,2,1.0,0,0,0,1,2,2,1,0,1,1,8,10,16.5,0,0,17.0,1.0,1.0,1.0,1.0,3416.0,2287.0,3149.0,469.0,493.0,1704.0,1.0,1015.0,1263.0,1.0,2112.0,3606.0,3812.0,2320.0,894.0,323.0,419.0,1.0,966.0,2052.0,1947.0,695.0,2250.0,299.0,8.0,2067.0,1,12:18,ovulation,14,0.85,0.56,1.0,TARGET_OVULATION
2024,1631019,NaLyssa Smith,NaLyssa,1611661325,IND,Indiana Fever,1022400033,2024-05-28,IND vs. LAS,L,18.55,1,3,0.333,1,1,1.0,0,0,0.0,1,3,4,1,0,0,0,0,1,1,3,-24,9.3,0,0,9.0,1.0,2263.0,2263.0,2263.0,2681.0,2886.0,3149.0,2587.0,966.0,2344.0,1.0,2266.0,2417.0,2266.0,1010.0,1421.0,1430.0,2320.0,3036.0,2210.0,1350.0,1.0,966.0,2052.0,3074.0,4486.0,3125.0,299.0,8.0,3044.0,1,18:33,ovulation,15,0.85,0.66,1.0,TARGET_OVULATION
2024,1631031,Queen Egbo,Queen,1611661323,CON,Connecticut Sun,1022400032,2024-05-28,CON vs. PHO,W,4.133333333333334,0,2,0.0,0,0,0.0,2,2,1.0,1,1,2,0,0,0,0,0,1,1,2,1,4.4,0,0,4.0,1.0,1.0,1.0,1.0,4181.0,3652.0,3496.0,3652.0,1909.0,3181.0,1909.0,1015.0,1263.0,1.0,1010.0,2717.0,2427.0,3330.0,3036.0,2210.0,1350.0,1.0,966.0,2052.0,3308.0,1886.0,3725.0,299.0,8.0,3715.0,1,4:08,menstrual,1,1.15,0.52,1.0,FADE_MENSTRUAL
2024,1631086,Lexie Hull,Lexie,1611661325,IND,Indiana Fever,1022400033,2024-05-28,IND vs. LAS,L,5.85,1,4,0.25,0,1,0.0,0,0,0.0,1,1,2,1,2,0,0,0,2,0,2,-1,3.9,0,0,5.0,1.0,2263.0,2263.0,2263.0,4030.0,2886.0,2800.0,3148.0,1909.0,2344.0,1909.0,2266.0,2417.0,2266.0,1010.0,2717.0,2427.0,2320.0,894.0,2210.0,1350.0,1.0,2127.0,3093.0,3308.0,2242.0,3795.0,299.0,8.0,3584.0,1,5:51,follicular,13,0.95,0.6,0.9777777777777777,TARGET_FOLLICULAR
2024,1631135,Olivia Nelson-Ododa,Olivia,1611661323,CON,Connecticut Sun,1022400032,2024-05-28,CON vs. PHO,W,17.916666666666668,1,5,0.2,0,0,0.0,0,0,0.0,3,0,3,0,1,3,0,2,1,0,2,13,13.6,0,0,11.0,1.0,1.0,1.0,1.0,2753.0,2886.0,2472.0,3398.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,204.0,3606.0,1879.0,3330.0,1742.0,93.0,1350.0,4111.0,966.0,3093.0,3308.0,468.0,2591.0,299.0,8.0,2788.0,1,17:55,ovulation,15,0.85,0.6,1.0,TARGET_OVULATION
2024,1641648,Aliyah Boston,Aliyah,1611661325,IND,Indiana Fever,1022400033,2024-05-28,IND vs. LAS,L,23.383333333333333,5,9,0.556,2,2,1.0,5,6,0.833,3,3,6,2,3,1,0,1,5,4,17,12,27.2,0,0,29.0,1.0,2263.0,2263.0,2263.0,2121.0,914.0,1408.0,1047.0,493.0,1704.0,1.0,274.0,267.0,1245.0,204.0,1421.0,789.0,1544.0,406.0,907.0,1350.0,3082.0,4295.0,467.0,632.0,546.0,1191.0,299.0,8.0,937.0,1,23:23,ovulation,15,0.85,0.66,1.0,TARGET_OVULATION
2024,1641651,Jordan Horston,Jordan,1611661328,SEA,Seattle Storm,1022400034,2024-05-28,SEA @ CHI,W,9.7,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0,1,0,1,0,1,0,0,-3,5.6,0,0,5.0,1.0,1.0,1.0,1.0,3689.0,3652.0,3861.0,3652.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,2112.0,1421.0,1879.0,3330.0,1742.0,2210.0,419.0,1.0,966.0,3093.0,3784.0,2613.0,3595.0,299.0,8.0,3584.0,1,9:42,ovulation,15,0.85,0.64,1.0,TARGET_OVULATION
2024,1641660,Zia Cooke,Zia,1611661320,LAS,Los Angeles Sparks,1022400033,2024-05-28,LAS @ IND,W,5.0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,0,0,1,0,0,-1,1.7,0,0,2.0,1.0,1.0,1.0,1.0,4107.0,3652.0,3861.0,3652.0,1909.0,2344.0,1909.0,2266.0,2417.0,2266.0,2112.0,2717.0,3089.0,2320.0,1742.0,2210.0,1350.0,1.0,966.0,3093.0,3784.0,2242.0,4074.0,299.0,8.0,3973.0,1,4:60,ovulation,14,0.85,0.62,1.0,TARGET_OVULATION
2024,1641675,Dulcy Fankam Mendjiadeu,Dulcy,1611661328,SEA,Seattle Storm,1022400034,2024-05-28,SEA @ CHI,W,1.5333333333333332,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,-6,1.2,0,0,1.0,1.0,1.0,1.0,1.0,4409.0,3652.0,4208.0,3652.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,2112.0,2717.0,3089.0,3330.0,3036.0,2210.0,1350.0,1.0,1.0,3093.0,3784.0,3177.0,4129.0,299.0,8.0,4130.0,1,1:32,ovulation,15,0.85,0.62,1.0,TARGET_OVULATION
2024,1641700,Liz Dixon,Liz,1611661317,PHO,Phoenix Mercury,1022400032,2024-05-28,PHO @ CON,L,18.966666666666665,1,2,0.5,0,0,0.0,1,2,0.5,1,3,4,0,1,0,2,0,2,2,3,-13,12.8,0,0,11.0,1.0,2263.0,2263.0,2263.0,2629.0,2886.0,3496.0,1203.0,1909.0,3181.0,1909.0,1749.0,1263.0,1804.0,1010.0,1421.0,1430.0,3330.0,1742.0,2210.0,138.0,1.0,2127.0,1354.0,3074.0,4067.0,2689.0,299.0,8.0,2788.0,1,18:58,ovulation,15,0.85,0.62,1.0,TARGET_OVULATION
2024,1642286,Caitlin Clark,Caitlin,1611661325,IND,Indiana Fever,1022400033,2024-05-28,IND vs. LAS,L,34.083333333333336,7,16,0.438,3,10,0.3,13,15,0.867,0,5,5,6,7,3,3,1,5,8,30,4,56.0,0,0,56.0,1.0,2263.0,2263.0,2263.0,610.0,410.0,312.0,1976.0,203.0,56.0,1518.0,3.0,6.0,1203.0,2112.0,651.0,1096.0,230.0,10.0,93.0,50.0,3082.0,4295.0,29.0,53.0,1391.0,40.0,299.0,8.0,25.0,1,34:05,ovulation,15,0.85,0.66,1.0,TARGET_OVULATION
2024,1642287,Cameron Brink,Cameron,1611661320,LAS,Los Angeles Sparks,1022400033,2024-05-28,LAS @ IND,W,24.03333333333333,1,5,0.2,1,3,0.333,0,0,0.0,1,2,3,2,3,1,2,0,3,0,3,3,15.6,0,0,15.0,1.0,1.0,1.0,1.0,2042.0,2886.0,2472.0,3398.0,966.0,1209.0,1190.0,2266.0,2417.0,2266.0,1010.0,1983.0,1879.0,1544.0,406.0,907.0,138.0,1.0,3120.0,3093.0,3074.0,1536.0,2348.0,299.0,8.0,2282.0,1,24:02,ovulation,14,0.85,0.62,1.0,TARGET_OVULATION
2024,1642288,Rickea Jackson,Rickea,1611661320,LAS,Los Angeles Sparks,1022400033,2024-05-28,LAS @ IND,W,23.45,2,7,0.286,1,3,0.333,7,10,0.7,0,1,1,1,0,2,0,1,1,5,12,-3,20.7,0,0,19.0,1.0,1.0,1.0,1.0,2110.0,2287.0,1890.0,3022.0,966.0,1209.0,1190.0,100.0,41.0,1576.0,2112.0,2717.0,3089.0,2320.0,3036.0,323.0,1350.0,3082.0,966.0,260.0,1260.0,2613.0,1787.0,299.0,8.0,1826.0,1,23:27,ovulation,14,0.85,0.62,1.0,TARGET_OVULATION
2024,1642291,Angel Reese,Angel,1611661329,CHI,Chicago Sky,1022400034,2024-05-28,CHI vs. SEA,L,29.58333333333333,4,9,0.444,0,0,0.0,3,3,1.0,6,6,12,3,3,2,0,2,2,2,11,-12,32.9,1,0,30.0,1.0,2263.0,2263.0,2263.0,1320.0,1289.0,1408.0,1902.0,1909.0,3181.0,1909.0,694.0,1005.0,1.0,20.0,442.0,106.0,1015.0,406.0,323.0,1350.0,4111.0,2127.0,1354.0,1439.0,3976.0,757.0,1.0,8.0,844.0,1,29:35,ovulation,14,0.85,0.6,1.0,TARGET_OVULATION
2024,100940,Diana Taurasi,Diana,1611661317,PHO,Phoenix Mercury,1022400035,2024-05-29,PHO @ NYL,L,28.23333333333333,4,10,0.4,3,7,0.429,3,3,1.0,1,3,4,0,0,1,0,1,2,1,14,-6,21.8,0,0,23.0,1.0,2263.0,2263.0,2263.0,1503.0,1289.0,1182.0,2177.0,203.0,257.0,1022.0,694.0,1005.0,1.0,1010.0,1421.0,1430.0,3330.0,3036.0,907.0,1350.0,3082.0,2127.0,2052.0,968.0,3177.0,1688.0,299.0,8.0,1428.0,1,28:14,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,202250,Tina Charles,Tina,1611661330,ATL,Atlanta Dream,1022400036,2024-05-29,ATL @ WAS,W,34.96666666666667,7,11,0.636,0,2,0.0,3,4,0.75,3,12,15,3,4,1,0,0,2,2,17,12,38.5,1,0,37.0,1.0,1.0,1.0,1.0,464.0,410.0,1005.0,663.0,1909.0,1704.0,1909.0,694.0,618.0,1395.0,204.0,28.0,31.0,1015.0,166.0,907.0,1350.0,1.0,2127.0,1354.0,632.0,546.0,427.0,1.0,8.0,381.0,1,34:58,ovulation,15,0.85,0.6,1.0,TARGET_OVULATION
2024,202252,Alysha Clark,Alysha,1611661319,LVA,Las Vegas Aces,1022400037,2024-05-29,LVA @ MIN,W,32.18333333333333,3,5,0.6,2,4,0.5,1,1,1.0,1,5,6,2,4,1,0,0,3,1,9,28,18.2,0,0,21.0,1.0,1.0,1.0,1.0,921.0,1744.0,2472.0,771.0,493.0,853.0,551.0,1749.0,2169.0,1.0,1010.0,651.0,789.0,1544.0,166.0,907.0,1350.0,1.0,3120.0,2052.0,1760.0,17.0,2055.0,299.0,8.0,1615.0,1,32:11,ovulation,16,0.85,0.6,1.0,TARGET_OVULATION
2024,202641,Sydney Colson,Sydney,1611661319,LVA,Las Vegas Aces,1022400037,2024-05-29,LVA @ MIN,W,6.816666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,-5,3.0,0,0,2.0,1.0,1.0,1.0,1.0,3935.0,3652.0,4208.0,3652.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,2112.0,3606.0,3812.0,3330.0,3036.0,907.0,1350.0,1.0,1.0,3093.0,3784.0,3008.0,3887.0,299.0,8.0,3973.0,1,6:49,ovulation,16,0.85,0.6,1.0,TARGET_OVULATION
2024,202664,Courtney Vandersloot,Courtney,1611661313,NYL,New York Liberty,1022400035,2024-05-29,NYL vs. PHO,W,26.166666666666668,2,10,0.2,1,5,0.2,1,2,0.5,1,4,5,2,1,1,2,2,0,1,6,13,23.0,0,0,20.0,1.0,1.0,1.0,1.0,1766.0,2287.0,1182.0,3398.0,966.0,620.0,1752.0,1749.0,1263.0,1804.0,1010.0,970.0,1096.0,1544.0,1742.0,907.0,138.0,4111.0,1.0,2052.0,2350.0,468.0,1563.0,299.0,8.0,1713.0,1,26:10,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,203825,Kayla McBride,Kayla,1611661324,MIN,Minnesota Lynx,1022400037,2024-05-29,MIN vs. LVA,L,35.36666666666667,3,11,0.273,2,6,0.333,3,3,1.0,0,3,3,4,3,3,0,0,0,2,11,-12,26.6,0,0,26.0,1.0,2263.0,2263.0,2263.0,413.0,1744.0,1005.0,3114.0,493.0,401.0,1190.0,694.0,1005.0,1.0,2112.0,1421.0,1879.0,662.0,406.0,93.0,1350.0,1.0,1.0,1354.0,1439.0,3976.0,1231.0,299.0,8.0,1163.0,1,35:22,ovulation,16,0.85,0.62,1.0,TARGET_OVULATION
2024,203828,Stefanie Dolson,Stefanie,1611661322,WAS,Washington Mystics,1022400036,2024-05-29,WAS vs. ATL,L,23.78333333333333,4,8,0.5,2,4,0.5,0,0,0.0,1,0,1,2,2,1,1,0,2,1,10,-4,18.2,0,0,19.0,1.0,2263.0,2263.0,2263.0,2077.0,1289.0,1629.0,1203.0,493.0,853.0,551.0,2266.0,2417.0,2266.0,1010.0,3606.0,3089.0,1544.0,894.0,907.0,419.0,1.0,2127.0,2052.0,1577.0,2843.0,2055.0,299.0,8.0,1826.0,1,23:47,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,203866,Kayla Thornton,Kayla,1611661313,NYL,New York Liberty,1022400035,2024-05-29,NYL vs. PHO,W,12.016666666666667,1,4,0.25,1,3,0.333,0,0,0.0,0,2,2,0,0,0,0,0,0,0,3,-1,5.4,0,0,6.0,1.0,1.0,1.0,1.0,3444.0,2886.0,2800.0,3148.0,966.0,1209.0,1190.0,2266.0,2417.0,2266.0,2112.0,1983.0,2427.0,3330.0,3036.0,2210.0,1350.0,1.0,1.0,3093.0,3074.0,2242.0,3607.0,299.0,8.0,3449.0,1,12:01,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,204323,Cheyenne Parker-Tyus,Cheyenne,1611661330,ATL,Atlanta Dream,1022400036,2024-05-29,ATL @ WAS,W,29.35,3,9,0.333,0,0,0.0,4,5,0.8,1,8,9,1,3,1,0,0,3,4,10,10,22.3,0,0,22.0,1.0,1.0,1.0,1.0,1348.0,1744.0,1408.0,2587.0,1909.0,3181.0,1909.0,419.0,451.0,1307.0,1010.0,182.0,300.0,2320.0,406.0,907.0,1350.0,1.0,3120.0,467.0,1577.0,695.0,1635.0,299.0,8.0,1515.0,1,29:21,ovulation,15,0.85,0.6,1.0,TARGET_OVULATION
2024,204329,Kiah Stokes,Kiah,1611661319,LVA,Las Vegas Aces,1022400037,2024-05-29,LVA @ MIN,W,25.933333333333334,0,6,0.0,0,2,0.0,0,0,0.0,4,4,8,0,0,0,1,1,1,0,0,14,12.6,0,0,10.0,1.0,1.0,1.0,1.0,1797.0,3652.0,2173.0,3652.0,1909.0,1704.0,1909.0,2266.0,2417.0,2266.0,102.0,970.0,416.0,3330.0,3036.0,2210.0,419.0,3082.0,966.0,3093.0,3784.0,400.0,2714.0,299.0,8.0,2916.0,1,25:56,ovulation,16,0.85,0.6,1.0,TARGET_OVULATION
2024,204333,Natasha Cloud,Natasha,1611661317,PHO,Phoenix Mercury,1022400035,2024-05-29,PHO @ NYL,L,35.13333333333333,9,17,0.529,3,7,0.429,0,1,0.0,0,2,2,3,2,1,1,0,4,1,21,-6,31.9,0,0,33.0,1.0,2263.0,2263.0,2263.0,446.0,143.0,217.0,1180.0,203.0,257.0,1022.0,2266.0,2169.0,2266.0,2112.0,1983.0,2427.0,1015.0,894.0,907.0,419.0,1.0,3845.0,2052.0,321.0,3177.0,817.0,299.0,8.0,607.0,1,35:08,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,204335,Betnijah Laney-Hamilton,Betnijah,1611661313,NYL,New York Liberty,1022400035,2024-05-29,NYL vs. PHO,W,36.63333333333333,6,11,0.545,1,4,0.25,2,2,1.0,0,4,4,3,3,2,1,0,4,3,15,0,30.3,0,0,29.0,1.0,1.0,1.0,1.0,265.0,639.0,1005.0,1095.0,966.0,853.0,1576.0,1015.0,1263.0,1.0,2112.0,970.0,1430.0,1015.0,406.0,323.0,419.0,1.0,3845.0,816.0,861.0,2049.0,940.0,299.0,8.0,937.0,1,36:38,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,1627668,Breanna Stewart,Breanna,1611661313,NYL,New York Liberty,1022400035,2024-05-29,NYL vs. PHO,W,36.53333333333333,4,10,0.4,0,2,0.0,5,5,1.0,3,5,8,2,2,2,0,0,2,8,13,7,29.6,0,0,27.0,1.0,1.0,1.0,1.0,276.0,1289.0,1182.0,2177.0,1909.0,1704.0,1909.0,274.0,451.0,1.0,204.0,651.0,416.0,1544.0,894.0,323.0,1350.0,1.0,2127.0,29.0,1109.0,995.0,1000.0,299.0,8.0,1090.0,1,36:32,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,1627672,Aerial Powers,Aerial,1611661330,ATL,Atlanta Dream,1022400036,2024-05-29,ATL @ WAS,W,23.383333333333333,5,11,0.455,2,3,0.667,0,3,0.0,0,5,5,1,2,0,0,1,1,3,12,4,17.5,0,0,20.0,1.0,1.0,1.0,1.0,2121.0,914.0,1005.0,1842.0,493.0,1209.0,323.0,2266.0,1005.0,2266.0,2112.0,651.0,1096.0,2320.0,894.0,2210.0,1350.0,3082.0,966.0,816.0,1260.0,1391.0,2138.0,299.0,8.0,1713.0,1,23:23,ovulation,15,0.85,0.6,1.0,TARGET_OVULATION
2024,1627673,Jonquel Jones,Jonquel,1611661313,NYL,New York Liberty,1022400035,2024-05-29,NYL vs. PHO,W,31.4,7,11,0.636,2,6,0.333,4,5,0.8,2,5,7,1,0,0,2,0,3,3,20,7,35.9,0,0,34.0,1.0,1.0,1.0,1.0,1037.0,410.0,1005.0,663.0,493.0,401.0,1190.0,419.0,451.0,1307.0,436.0,651.0,589.0,2320.0,3036.0,2210.0,138.0,1.0,3120.0,816.0,386.0,995.0,564.0,299.0,8.0,546.0,1,31:24,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,1627674,Kahleah Copper,Kahleah,1611661317,PHO,Phoenix Mercury,1022400035,2024-05-29,PHO @ NYL,L,31.816666666666663,7,19,0.368,0,5,0.0,6,7,0.857,3,6,9,2,4,2,0,1,4,6,20,-9,35.8,0,0,35.0,1.0,2263.0,2263.0,2263.0,975.0,410.0,116.0,2510.0,1909.0,620.0,1909.0,158.0,186.0,1204.0,204.0,442.0,300.0,1544.0,166.0,323.0,1350.0,3082.0,3845.0,127.0,386.0,3623.0,570.0,299.0,8.0,485.0,1,31:49,ovulation,16,0.85,0.64,1.0,TARGET_OVULATION
2024,1627675,Courtney Williams,Courtney,1611661324,MIN,Minnesota Lynx,1022400037,2024-05-29,MIN vs. LVA,L,33.03333333333333,6,13,0.462,0,1,0.0,0,0,0.0,0,6,6,8,6,1,1,0,2,0,12,3,31.2,0,0,30.0,1.0,2263.0,2263.0,2263.0,770.0,639.0,669.0,1805.0,1909.0,2344.0,1909.0,2266.0,2417.0,2266.0,2112.0,442.0,789.0,84.0,33.0,907.0,419.0,1.0,2127.0,3093.0,1260.0,1536.0,860.0,299.0,8.0,844.0,1,33:02,ovulation,16,0.85,0.62,1.0,TARGET_OVULATION
2024,1628242,Emma Cannon,Emma,1611661319,LVA,Las Vegas Aces,1022400037,2024-05-29,LVA @ MIN,W,0.8333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,1.0,1.0,1.0,1.0,4477.0,3652.0,4208.0,3652.0,1909.0,3181.0,1909.0,2266.0,2417.0,2266.0,2112.0,3606.0,3812.0,3330.0,3036.0,2210.0,1350.0,1.0,1.0,3093.0,3784.0,2613.0,4278.0,299.0,8.0,4292.0,1,0:50,menstrual,5,1.15,0.54,1.0,FADE_MENSTRUAL
2024,1628269,Nia Coffey,Nia,1611661330,ATL,Atlanta Dream,1022400036,2024-05-29,ATL @ WAS,W,10.05,0,4,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1.5,0,0,1.0,1.0,1.0,1.0,1.0,3657.0,3652.0,2800.0,3652.0,1909.0,1704.0,1909.0,2266.0,2417.0,2266.0,2112.0,3606.0,3812.0,2320.0,3036.0,2210.0,1350.0,3082.0,1.0,3093.0,3784.0,2049.0,4088.0,299.0,8.0,4130.0,1,10:03,ovulation,15,0.85,0.6,1.0,TARGET_OVULATION
2024,1628276,Kelsey Plum,Kelsey,1611661319,LVA,Las Vegas Aces,1022400037,2024-05-29,LVA @ MIN,W,36.23333333333333,4,14,0.286,2,8,0.25,0,0,0.0,1,1,2,6,5,1,0,1,3,1,10,20,19.4,0,0,22.0,1.0,1.0,1.0,1.0,319.0,1289.0,527.0,3022.0,493.0,175.0,1576.0,2266.0,2417.0,2266.0,1010.0,2717.0,2427.0,230.0,82.0,907.0,1350.0,3082.0,3120.0,2052.0,1577.0,140.0,1922.0,299.0,8.0,1515.0,1,36:14,ovulation,16,0.85,0.6,1.0,TARGET_OVULATION
2024,1628277,Allisha Gray,Allisha,1611661330,ATL,Atlanta Dream,1022400036,2024-05-29,ATL @ WAS,W,35.71666666666667,7,9,0.778,4,6,0.667,1,2,0.5,1,1,2,3,2,2,1,0,5,2,19,7,32.9,0,0,34.0,1.0,1.0,1.0,1.0,372.0,410.0,1408.0,285.0,87.0,401.0,323.0,1749.0,1263.0,1804.0,1010.0,2717.0,2427.0,1015.0,894.0,323.0,419.0,1.0,4295.0,1354.0,456.0,995.0,757.0,299.0,8.0,546.0,1,35:43,ovulation,15,0.85,0.6,1.0,TARGET_OVULATION
