SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2025,3142255,Monique Billings,,129689,GS,Golden State Valkyries,401736124,2025-05-22,GS vs OPP,W,24.0,3,7,0.429,0,3,0.0,1,3,0.333,2,1,3,1,0,1,0,0,2,0,7,-6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24
2025,3142255,Monique Billings,,129689,GS,Golden State Valkyries,401736144,2025-05-29,GS vs OPP,W,20.0,4,9,0.444,0,2,0.0,2,3,0.667,4,3,7,2,0,0,0,0,1,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20
2025,3142255,Monique Billings,,129689,GS,Golden State Valkyries,401736155,2025-06-02,GS vs OPP,W,15.0,2,5,0.4,0,0,0.0,3,4,0.75,3,3,6,0,1,0,1,0,1,0,7,-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15
2025,3142255,Monique Billings,,129689,GS,Golden State Valkyries,401736160,2025-06-06,GS vs OPP,W,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,-6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2025,3142255,Monique Billings,,129689,GS,Golden State Valkyries,401736163,2025-06-07,GS vs OPP,W,25.0,5,9,0.556,1,3,0.333,3,4,0.75,2,9,11,0,1,2,2,0,3,0,14,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25
2025,3142255,Monique Billings,,129689,GS,Golden State Valkyries,401736168,2025-06-10,GS vs OPP,W,17.0,5,9,0.556,0,0,0.0,0,0,0.0,2,2,4,0,1,0,1,0,1,0,10,-6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17
2025,3142255,Monique Billings,,129689,GS,Golden State Valkyries,401736178,2025-06-15,GS vs OPP,W,13.0,2,3,0.667,0,0,0.0,1,2,0.5,1,3,4,0,1,3,1,0,3,0,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736115,2025-05-17,CHI vs OPP,W,20.0,2,8,0.25,0,6,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,4,-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736127,2025-05-23,CHI vs OPP,W,19.0,1,5,0.2,1,5,0.2,0,0,0.0,0,2,2,1,2,0,0,0,3,0,3,-10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736135,2025-05-25,CHI vs OPP,W,24.0,4,9,0.444,0,4,0.0,1,2,0.5,0,3,3,0,5,1,0,0,3,0,9,-19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736142,2025-05-28,CHI vs OPP,W,32.0,4,8,0.5,4,7,0.571,2,2,1.0,0,2,2,2,1,0,0,0,5,0,14,-1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736145,2025-05-30,CHI vs OPP,W,21.0,3,10,0.3,2,7,0.286,0,0,0.0,1,1,2,2,2,0,0,0,0,0,8,-6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736151,2025-06-01,CHI vs OPP,W,29.0,3,7,0.429,2,5,0.4,3,4,0.75,1,0,1,2,1,0,1,0,4,0,11,-2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736164,2025-06-08,CHI vs OPP,W,18.0,1,5,0.2,1,3,0.333,0,0,0.0,1,1,2,2,3,0,0,0,3,0,3,-25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736170,2025-06-11,CHI vs OPP,W,20.0,3,6,0.5,1,3,0.333,1,2,0.5,0,1,1,0,0,0,1,0,0,0,8,-26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736174,2025-06-13,CHI vs OPP,W,27.0,1,5,0.2,0,2,0.0,0,1,0.0,0,3,3,1,2,1,0,0,2,0,2,-20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27
2025,3142327,Kia Nurse,,19,CHI,Chicago Sky,401736179,2025-06-15,CHI vs OPP,W,16.0,4,4,1.0,3,3,1.0,0,0,0.0,0,2,2,0,1,1,0,0,1,0,11,-3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736117,2025-05-18,SEA vs OPP,W,32.0,1,9,0.111,0,1,0.0,2,2,1.0,0,0,0,4,1,2,2,0,0,0,4,-22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736120,2025-05-20,SEA vs OPP,W,39.0,7,13,0.538,3,4,0.75,0,0,0.0,2,3,5,5,4,3,2,0,3,0,17,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736131,2025-05-24,SEA vs OPP,W,37.0,4,9,0.444,3,7,0.429,0,0,0.0,1,4,5,2,3,2,0,0,2,0,11,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736137,2025-05-25,SEA vs OPP,W,30.0,5,8,0.625,2,4,0.5,0,0,0.0,0,5,5,5,3,2,0,0,0,0,12,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736140,2025-05-28,SEA vs OPP,W,37.0,8,15,0.533,2,6,0.333,2,3,0.667,0,4,4,6,1,1,2,0,0,0,20,-1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736150,2025-05-31,SEA vs OPP,W,31.0,6,10,0.6,2,4,0.5,0,0,0.0,0,3,3,1,7,2,0,0,5,0,14,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736154,2025-06-01,SEA vs OPP,W,33.0,8,16,0.5,4,8,0.5,0,0,0.0,0,4,4,2,3,1,0,0,0,0,20,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736158,2025-06-04,SEA vs OPP,W,31.0,6,13,0.462,1,5,0.2,5,6,0.833,0,3,3,4,1,3,0,0,1,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736165,2025-06-08,SEA vs OPP,W,35.0,8,10,0.8,5,6,0.833,0,0,0.0,1,2,3,7,0,0,1,0,0,0,21,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736173,2025-06-12,SEA vs OPP,W,37.0,6,12,0.5,0,3,0.0,0,0,0.0,1,7,8,7,2,4,0,0,0,0,12,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37
2025,3142328,Gabby Williams,,14,SEA,Seattle Storm,401736178,2025-06-15,SEA vs OPP,W,32.0,3,8,0.375,1,5,0.2,2,2,1.0,0,3,3,4,2,4,0,0,3,0,9,-9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32
2025,3146151,Ariel Atkins,,19,CHI,Chicago Sky,401736115,2025-05-17,CHI vs OPP,W,22.0,3,6,0.5,2,2,1.0,3,4,0.75,1,3,4,2,2,2,1,0,2,0,11,-20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22
2025,3146151,Ariel Atkins,,19,CHI,Chicago Sky,401736127,2025-05-23,CHI vs OPP,W,23.0,2,8,0.25,2,4,0.5,2,3,0.667,0,2,2,1,1,0,0,0,4,0,8,-17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23
